ID,Response
50883,0.06631796888774397
50884,0.07681003650543065
50885,0.4038271326913949
50886,0.08502906879556474
50887,0.04960799837681691
50888,0.10669493060204181
50889,0.37252669540566086
50890,0.5102016422400338
50891,0.12322275793866402
50892,0.13569457560945483
50893,0.04157406173868056
50894,0.36356061607289547
50895,0.09247131019691363
50896,0.11517143542615646
50897,0.36758642089356386
50898,0.42728172809256776
50899,0.07572506664303796
50900,0.27066472625431104
50901,0.46392562069989196
50902,0.06309250299906893
50903,0.03890200964460745
50904,0.4092185570051246
50905,0.5377987326683282
50906,0.04400988940822865
50907,0.07855890716551356
50908,0.1290644843780321
50909,0.45464095045250363
50910,0.48947337159523907
50911,0.07619329512962558
50912,0.13235110398112165
50913,0.33286184447625683
50914,0.07049906755099478
50915,0.0783689719760413
50916,0.060565889915075305
50917,0.5137212073906066
50918,0.5587207660877433
50919,0.20602519850688933
50920,0.09193635602046804
50921,0.42517533283119285
50922,0.03125483736761304
50923,0.03727463296526415
50924,0.05876850945635165
50925,0.33649555062476344
50926,0.09089331924203926
50927,0.5121922238108236
50928,0.40190152021983383
50929,0.08901062631517041
50930,0.03880089983672751
50931,0.09417018356056654
50932,0.6118043336317796
50933,0.14637174024040692
50934,0.05381226578001022
50935,0.5476961679608652
50936,0.06380943480196885
50937,0.5211653005391479
50938,0.04925653355065608
50939,0.45567699505819814
50940,0.4614650377209436
50941,0.39974421570896046
50942,0.46235727733280374
50943,0.2593527537121279
50944,0.0780274548487788
50945,0.4587974802907149
50946,0.18831886442268558
50947,0.44857883665932896
50948,0.423301777980368
50949,0.2874211892350375
50950,0.3304764398919725
50951,0.5910755727507125
50952,0.372220721774268
50953,0.3732076543766776
50954,0.05051946655819111
50955,0.08222464309173566
50956,0.07213406279742171
50957,0.0038344063035807034
50958,0.12275584655057221
50959,0.0038548463771120407
50960,0.5205671491115633
50961,0.04348009614137762
50962,0.11860430858755881
50963,0.06679421248146283
50964,0.06078711850290561
50965,0.5061815048567612
50966,0.07201756228572959
50967,0.3915867262059437
50968,0.44470417240931814
50969,0.07554563152885538
50970,0.06595529178360461
50971,0.03114284689205266
50972,0.41607725078582536
50973,0.043695828773629826
50974,0.0956067156366199
50975,0.16101358399153334
50976,0.14525902612276237
50977,0.14344777302988432
50978,0.21465699913446085
50979,0.07701712641770106
50980,0.5800189494887797
50981,0.09323937240900088
50982,0.09036779423174973
50983,0.45741731828204735
50984,0.15949906718882004
50985,0.08822408948302937
50986,0.2090377308541292
50987,0.30301959986877247
50988,0.561664290499398
50989,0.006768804509533137
50990,0.5382233604194787
50991,0.44690970155880505
50992,0.10399836465769285
50993,0.08689984226104275
50994,0.054103859131143586
50995,0.5073421215811939
50996,0.012989155216432277
50997,0.07643119513686394
50998,0.06683439310546785
50999,0.004111676300396325
51000,0.2584962270289497
51001,0.25428492371842953
51002,0.1081944583020781
51003,0.5281936573159509
51004,0.29839593132004344
51005,0.049658559347530884
51006,0.3662962576057279
51007,0.5452345749306725
51008,0.6186562832474813
51009,0.08249376764115635
51010,0.3907217750528951
51011,0.08319482920260834
51012,0.30124779294710885
51013,0.42727984416604736
51014,0.3118867937863024
51015,0.32375425169704064
51016,0.009038180516205242
51017,0.004643095741907559
51018,0.33440939813943454
51019,0.38244822826728897
51020,0.14606682807184623
51021,0.20863325494958818
51022,0.3357587613161831
51023,0.3952290141254881
51024,0.546681763438737
51025,0.1217612942106143
51026,0.071540371273715
51027,0.5070085873937953
51028,0.10656313972227224
51029,0.06726606593512069
51030,0.3199412453330298
51031,0.5699218220220392
51032,0.06840426889328534
51033,0.012676995256791872
51034,0.4897613753828094
51035,0.1053655342599124
51036,0.5462236566900022
51037,0.13093615983895898
51038,0.4496425798381841
51039,0.07978344920095781
51040,0.07505348996025737
51041,0.45461798237233764
51042,0.06959126946303108
51043,0.06548580432232502
51044,0.2505177945009692
51045,0.44711538816806673
51046,0.24545869580386082
51047,0.2396477061856545
51048,0.02966046052844791
51049,0.4136546804885068
51050,0.1064543977757875
51051,0.5804917063993806
51052,0.5516994659444245
51053,0.004199962845185356
51054,0.12278119607541699
51055,0.6699831800132107
51056,0.04389138156626187
51057,0.5605116233040909
51058,0.11243525698307658
51059,0.3948488448268614
51060,0.6499695784122479
51061,0.6881876750671898
51062,0.2978913684162152
51063,0.4309106762113257
51064,0.5090645446416533
51065,0.09024961203522466
51066,0.5518837160450714
51067,0.4187287487448037
51068,0.33374297099470673
51069,0.1468225260840081
51070,0.014046091370774715
51071,0.10104558468718527
51072,0.023143469983198613
51073,0.050240259848996105
51074,0.410479349958936
51075,0.0031272184386114702
51076,0.10598750213385111
51077,0.47443590342019104
51078,0.34526071637691896
51079,0.3241638568230802
51080,0.5107212251915206
51081,0.07304594498596495
51082,0.4809646869488891
51083,0.4022231214057429
51084,0.35338880524665084
51085,0.2977274903391325
51086,0.5703642301333767
51087,0.3917997407178238
51088,0.003975464884101831
51089,0.08851476031212935
51090,0.07651270214235142
51091,0.09606224370916461
51092,0.010252453700256965
51093,0.1571446810166644
51094,0.0474399285350588
51095,0.053687651039458995
51096,0.4619818657228906
51097,0.017397117441266957
51098,0.4508673158025901
51099,0.5429771587884108
51100,0.11276563969481448
51101,0.6062815991132304
51102,0.07058750414332396
51103,0.36721360856668067
51104,0.0033005121021138567
51105,0.31690972989051713
51106,0.037533908900130045
51107,0.3709627269773761
51108,0.0384221333252021
51109,0.48573637138391323
51110,0.5387764553011141
51111,0.08916677462727199
51112,0.30702323403226417
51113,0.07956066696281744
51114,0.06415474762155947
51115,0.32867501617271455
51116,0.05134152865807017
51117,0.08234826063133338
51118,0.32510872241880595
51119,0.11274044313070994
51120,0.4672243889893205
51121,0.0060622841217897365
51122,0.078686077160834
51123,0.11970791467837559
51124,0.06038436110257813
51125,0.07348633783564892
51126,0.13696062281878235
51127,0.12241979121739008
51128,0.18220225771714352
51129,0.048033697712151185
51130,0.47689004822444064
51131,0.19366198536875734
51132,0.11457538151975005
51133,0.5171714287083167
51134,0.051524072010036615
51135,0.631561174443699
51136,0.2868574341587187
51137,0.1410581623797163
51138,0.39328224011339763
51139,0.6723419268844819
51140,0.5884340316008565
51141,0.3276754297266191
51142,0.056395974687033334
51143,0.004494445808915881
51144,0.5024330609187675
51145,0.07878131985216277
51146,0.14373522835826058
51147,0.408155641256158
51148,0.05460372457589143
51149,0.02194713444078334
51150,0.4786791312931805
51151,0.08194111791189454
51152,0.050031298887507555
51153,0.5410318972339221
51154,0.2234275393383687
51155,0.08165542013980023
51156,0.04566968019934366
51157,0.4478297446923727
51158,0.3979349220389063
51159,0.3512681025147747
51160,0.07781802316345784
51161,0.4195477582381236
51162,0.5848339581526585
51163,0.40475529980440494
51164,0.20351852393451883
51165,0.08591144174083404
51166,0.059046067375006936
51167,0.49695413250955306
51168,0.07135651962523416
51169,0.028808570527075014
51170,0.5677257052975015
51171,0.038431966560365766
51172,0.14192955247625205
51173,0.01741785969830008
51174,0.08831448590373532
51175,0.689565335350326
51176,0.3187060562059718
51177,0.48032752365314185
51178,0.14076582778469077
51179,0.3766670635478323
51180,0.5737972919452946
51181,0.06177829013747867
51182,0.2721975502599059
51183,0.23028447020879733
51184,0.40828966236238395
51185,0.4996517970972131
51186,0.3977408042200422
51187,0.092720539514203
51188,0.5241419516400228
51189,0.49776820274407085
51190,0.5044891798276172
51191,0.06371391950249183
51192,0.4254892148956892
51193,0.20896943039695481
51194,0.44053312222616703
51195,0.38788060317471396
51196,0.4552014537008573
51197,0.08757905572806077
51198,0.1114839587985826
51199,0.27346391761999866
51200,0.5060116843890036
51201,0.05147895717709766
51202,0.3917101332962142
51203,0.19411491893291502
51204,0.3331868480700034
51205,0.17417314896424063
51206,0.015000302328212568
51207,0.05207168236556895
51208,0.06696889800426596
51209,0.10737157649442965
51210,0.011406608329280674
51211,0.13875897665340134
51212,0.34661616947811014
51213,0.2779439313916198
51214,0.4698019360595703
51215,0.007951327324275467
51216,0.4565069457467813
51217,0.11502749584005209
51218,0.10122457538084151
51219,0.11121008205310376
51220,0.11538271516274948
51221,0.13312511499980373
51222,0.49499895860267545
51223,0.05359477783705763
51224,0.11556839938590094
51225,0.061947238057145096
51226,0.41945844398632504
51227,0.7345145382764289
51228,0.04495386204594558
51229,0.053785093025098714
51230,0.31055671841038096
51231,0.38913916946570715
51232,0.05009581472012818
51233,0.08039460305872949
51234,0.0743767474340033
51235,0.07994358729254597
51236,0.03616845525718612
51237,0.10055814462544459
51238,0.0034500472285186995
51239,0.4077170175284592
51240,0.04159563318355561
51241,0.130110510103586
51242,0.23788179738136783
51243,0.31117756264358054
51244,0.5738487934257306
51245,0.6935739076359542
51246,0.3867837462743434
51247,0.2055312900044038
51248,0.48662046264069697
51249,0.005635001705604678
51250,0.3719797421082749
51251,0.06791469035428657
51252,0.16053665257345115
51253,0.0052632400226706386
51254,0.07566442635380931
51255,0.15648031313365368
51256,0.11664337241312973
51257,0.20784127547421152
51258,0.05619355565456287
51259,0.0034381818480031788
51260,0.2258845078180021
51261,0.0866186849907234
51262,0.05835262249750432
51263,0.05723947029696458
51264,0.4023764307339564
51265,0.3964567123388082
51266,0.3675358874073829
51267,0.4194507277741042
51268,0.31309612112347057
51269,0.2362241363546019
51270,0.07197998696770384
51271,0.14996624906984193
51272,0.5453171365997056
51273,0.5383752392967731
51274,0.38087430213544127
51275,0.0801717996569645
51276,0.12551184134642637
51277,0.07905795901007945
51278,0.5466517109572433
51279,0.44733977992576524
51280,0.05991034751509326
51281,0.16502777841287553
51282,0.5610332465193637
51283,0.017298380818640054
51284,0.4026982425671418
51285,0.007227702414183715
51286,0.17691047195253448
51287,0.062486925979650144
51288,0.10587626864067597
51289,0.3555060382214893
51290,0.039302954243372046
51291,0.003653561616899284
51292,0.35819120516485803
51293,0.4616567832714886
51294,0.05409875088470799
51295,0.2531635658608307
51296,0.3957518409000681
51297,0.029375776218128754
51298,0.0612547824395419
51299,0.005628293688249267
51300,0.13112113456730712
51301,0.2643141447564351
51302,0.507170467138973
51303,0.23277458088547243
51304,0.37188774903685085
51305,0.13449977052867906
51306,0.4407827379925165
51307,0.49134010618227786
51308,0.3513262289449768
51309,0.39352099103191684
51310,0.1986819924405714
51311,0.33010318372420955
51312,0.22368182800811406
51313,0.5081010961613563
51314,0.21171926147529418
51315,0.6342029332753055
51316,0.217069261736098
51317,0.2901122245304481
51318,0.4747452340415117
51319,0.08260483199992624
51320,0.09471113262113379
51321,0.11451009150743932
51322,0.2661046514766524
51323,0.19523404368432457
51324,0.039862331097762105
51325,0.28667861157139407
51326,0.2783590185437686
51327,0.05202904711256385
51328,0.3307007125189142
51329,0.6549216732842271
51330,0.08067252440677201
51331,0.07443461760429085
51332,0.42780857045484477
51333,0.5883165726004782
51334,0.05176563380356629
51335,0.5351547137038353
51336,0.20272174107475727
51337,0.07424839309233885
51338,0.028710452817484293
51339,0.06116747037339427
51340,0.12954499981715814
51341,0.2831631409503421
51342,0.0814290048052139
51343,0.07011234974043914
51344,0.09369392050300593
51345,0.028686407562920437
51346,0.4674860751849448
51347,0.038998795875304186
51348,0.1447104590072268
51349,0.41176728533613227
51350,0.21743666128261407
51351,0.0026350346678041914
51352,0.07176593540176282
51353,0.0607571660812216
51354,0.023027494542781544
51355,0.2603134750861962
51356,0.5533360078570939
51357,0.0718395895051372
51358,0.036759119767567905
51359,0.37938740347978017
51360,0.07781913821725589
51361,0.5391293760579949
51362,0.0895653412970443
51363,0.22635858229899558
51364,0.3445676295837017
51365,0.1010760026224301
51366,0.49066653354629164
51367,0.6382755204200545
51368,0.2047400642202096
51369,0.41908001306718873
51370,0.04554137257824438
51371,0.15249076831660208
51372,0.10005289077365848
51373,0.3906291923203174
51374,0.5640085030591462
51375,0.15043148227092112
51376,0.4088548715166124
51377,0.21484015816105662
51378,0.6629152880349045
51379,0.4462368988208978
51380,0.6732844415121982
51381,0.019242758361504114
51382,0.05683397706236238
51383,0.3520916340411975
51384,0.21766418424120984
51385,0.6666798540103536
51386,0.48609911417595253
51387,0.10441467233345644
51388,0.021426224059113347
51389,0.5814827008718206
51390,0.2847352172465045
51391,0.07445521480245978
51392,0.5029379160290013
51393,0.4352009789525262
51394,0.049769424872180903
51395,0.08205633835697843
51396,0.3309529630226041
51397,0.49016122839128395
51398,0.13386651960712156
51399,0.06312144392915647
51400,0.3502814897696989
51401,0.06587398206706455
51402,0.06567573157031312
51403,0.30073191065965255
51404,0.1610312144254496
51405,0.10450839618798768
51406,0.042241923453784275
51407,0.10894981976164517
51408,0.2303985887288752
51409,0.1573452281703156
51410,0.07553652571574862
51411,0.313447561637599
51412,0.49637452570106455
51413,0.5799053771015962
51414,0.19912916321928575
51415,0.23479424843607133
51416,0.07459970835775516
51417,0.3762336261166973
51418,0.03480125840644324
51419,0.13773996428948915
51420,0.44988749463790945
51421,0.0077319006542322325
51422,0.29458960154076314
51423,0.07287625751043561
51424,0.08150997946362483
51425,0.46029075396203123
51426,0.444136644000397
51427,0.38617340480679363
51428,0.16640601374340866
51429,0.45107918487580156
51430,0.6031704296286462
51431,0.3906896963424459
51432,0.09908970155795913
51433,0.39952793395789743
51434,0.0431661432137435
51435,0.36277806980374794
51436,0.044551207011792694
51437,0.1413045725783713
51438,0.022078695431406947
51439,0.5518983647974314
51440,0.05693124730437839
51441,0.19147704382337674
51442,0.5171633191931484
51443,0.348944859639441
51444,0.6437063751946921
51445,0.3634027004463324
51446,0.1412008721609552
51447,0.047547309343238045
51448,0.33380796866757934
51449,0.2422058428006989
51450,0.334109221629454
51451,0.4385917714397338
51452,0.003627953288578491
51453,0.1910886565420341
51454,0.04809567947387193
51455,0.004329418959823272
51456,0.03623030249715707
51457,0.06883123286512205
51458,0.546310143180718
51459,0.5313531594380642
51460,0.10900821930997687
51461,0.24329815378971037
51462,0.11566599795420313
51463,0.29293789417060956
51464,0.47270223026917746
51465,0.427126786471807
51466,0.10661953374497785
51467,0.09214669350659047
51468,0.0035537323555293824
51469,0.06304032195586769
51470,0.07301717739600301
51471,0.5455776042732448
51472,0.37824064123257717
51473,0.3065525341667006
51474,0.05241990530630526
51475,0.07898549730969681
51476,0.022905602173209597
51477,0.13667394589098958
51478,0.32125645963659916
51479,0.08545413895853538
51480,0.10603877843297635
51481,0.3252357601481608
51482,0.0822036205626091
51483,0.0699544929242251
51484,0.5754571495203558
51485,0.35302025434820417
51486,0.10645217937812171
51487,0.5916303746520573
51488,0.32140813304537114
51489,0.5332059172841779
51490,0.256700077988809
51491,0.21713441578181772
51492,0.06876405203593167
51493,0.21233256969971015
51494,0.29499380581108614
51495,0.37970998606199113
51496,0.10056915642904948
51497,0.45964510730571906
51498,0.07873266794162757
51499,0.1276574418646979
51500,0.5711793064353162
51501,0.07346392698994489
51502,0.06186751138555123
51503,0.07851879887585084
51504,0.546043117464344
51505,0.4452338805642151
51506,0.5479742443692894
51507,0.37296550581446136
51508,0.15039813826246687
51509,0.4483554474333804
51510,0.40247164446818245
51511,0.4558357770677819
51512,0.15184686289596744
51513,0.014148597365577106
51514,0.39811980790970564
51515,0.37690109986210696
51516,0.14996174234643087
51517,0.07258471000515349
51518,0.020993844160151716
51519,0.09526364066758203
51520,0.25509220323231135
51521,0.17546893597676522
51522,0.13627891229987638
51523,0.5717527224066522
51524,0.5303744059488898
51525,0.1874847515471212
51526,0.2719176849894939
51527,0.11842608019288825
51528,0.12602278723933985
51529,0.04089071180093595
51530,0.1518665101891305
51531,0.1597346697297298
51532,0.25994640007877934
51533,0.06269184989498387
51534,0.06537489601005772
51535,0.47279032378697083
51536,0.4845505269341057
51537,0.46556737545428895
51538,0.30783468971424566
51539,0.05196713764839879
51540,0.09557297114670815
51541,0.4651461540874365
51542,0.25134070515065426
51543,0.490169453288518
51544,0.20223654173993938
51545,0.295226408938907
51546,0.16860626129892003
51547,0.26699308674198596
51548,0.08831652401698892
51549,0.10492496493883982
51550,0.5859464198530612
51551,0.12396630731075431
51552,0.08706631862750958
51553,0.18952138371469085
51554,0.060543970880717994
51555,0.5240075966808107
51556,0.5541044288618615
51557,0.01552083274944115
51558,0.09943847757221
51559,0.31588084803353944
51560,0.4790314935540786
51561,0.3714746822470827
51562,0.3777917142409692
51563,0.31695195146598865
51564,0.08732479261584927
51565,0.35966281223639585
51566,0.7000817742497345
51567,0.2057007245304714
51568,0.062336219654332545
51569,0.1292997334182782
51570,0.04572911249506846
51571,0.24342319932422507
51572,0.675170795704015
51573,0.3043833584588858
51574,0.10744552232713292
51575,0.14638780838002174
51576,0.31477828034514294
51577,0.46976529409488466
51578,0.06872586302716156
51579,0.05890866737360867
51580,0.7124636553008807
51581,0.438724310799011
51582,0.09200153747902115
51583,0.07746471967343684
51584,0.10057364479304681
51585,0.04647160811741756
51586,0.13150878402588956
51587,0.4246375687527917
51588,0.45927746230286365
51589,0.11270475521654816
51590,0.07407133552079134
51591,0.5892585226265941
51592,0.12081043968324534
51593,0.03236121978523357
51594,0.4308326139088769
51595,0.4111674098140147
51596,0.22776649871417365
51597,0.30702761102435083
51598,0.43733246639020806
51599,0.23627573270099034
51600,0.13404304278694376
