ID,Response
50883,0.06801669566381083
50884,0.08314907480546649
50885,0.40488593247305404
50886,0.08884689991640315
50887,0.052474956903182414
50888,0.10719793052427655
50889,0.3432846802041999
50890,0.5130558895731925
50891,0.1278712137906993
50892,0.14772296858918887
50893,0.05940977925006112
50894,0.3336053856425482
50895,0.09047562102294618
50896,0.12042390962564398
50897,0.38021436666909303
50898,0.46050308505698234
50899,0.09041010412233892
50900,0.20453815523003405
50901,0.4513957652223339
50902,0.06057862557137219
50903,0.028041594594536413
50904,0.37707854498642024
50905,0.5804947298103353
50906,0.04284550846246278
50907,0.09479268312629778
50908,0.13158137823750551
50909,0.4129222550780807
50910,0.42815540867349233
50911,0.06683502735461945
50912,0.14234032594165374
50913,0.3252377136006833
50914,0.07170894770600003
50915,0.08091835868205917
50916,0.05478515266101784
50917,0.5295077747654059
50918,0.5622234562472513
50919,0.21703534729388357
50920,0.09527335960643281
50921,0.41242005608364823
50922,0.035785373852663935
50923,0.032571959251948404
50924,0.05597773359184991
50925,0.3269910986233925
50926,0.0952675388645374
50927,0.5201247345396259
50928,0.36230192302964304
50929,0.08495182326089197
50930,0.031114087032803515
50931,0.12202639251387234
50932,0.6269887545356654
50933,0.15031927831844216
50934,0.05976354515347998
50935,0.5032454721017965
50936,0.05587750823636996
50937,0.5155620847618632
50938,0.05074294968490807
50939,0.4542201852715813
50940,0.43343881137884355
50941,0.3489034214635648
50942,0.48798438433362445
50943,0.28238290154340906
50944,0.057195298508640025
50945,0.40756505735318005
50946,0.18409612830016422
50947,0.4140374794402858
50948,0.39043763034253043
50949,0.259239824668431
50950,0.35008849699689726
50951,0.5428997677491072
50952,0.38179487760882963
50953,0.40701259436233456
50954,0.04983534465939847
50955,0.07237604830180765
50956,0.07538936446270542
50957,0.0022864841304619573
50958,0.1349225983663796
50959,0.0019944178706578744
50960,0.5318690003449739
50961,0.0368645502936909
50962,0.11744308442636867
50963,0.06879919238325878
50964,0.06603780455145693
50965,0.4835043610526853
50966,0.07257382149513951
50967,0.44697992289819855
50968,0.4521544572149899
50969,0.08057249616990278
50970,0.06980621513433868
50971,0.028187251307605382
50972,0.4043512106832391
50973,0.04275853850796898
50974,0.10618765678849398
50975,0.16953287868053232
50976,0.15178872714624098
50977,0.1820137979011776
50978,0.2696028815360706
50979,0.0835654693901927
50980,0.6179864455789585
50981,0.07115145653428831
50982,0.08082616802769581
50983,0.4893751598968675
50984,0.18421239760059557
50985,0.0860380501668325
50986,0.24700717317411397
50987,0.280240990323418
50988,0.5511296617667438
50989,0.0035361013854951578
50990,0.47509764156805884
50991,0.47181937987322914
50992,0.11398467137024926
50993,0.10521044378269813
50994,0.056049369631259394
50995,0.4384178377373482
50996,0.010233468124446511
50997,0.08603425006665938
50998,0.0666560910559954
50999,0.0026913254634843486
51000,0.2391238298558485
51001,0.2132080074020341
51002,0.11807859036089945
51003,0.5288454192446513
51004,0.32766497419053736
51005,0.032932051284462985
51006,0.3746005156469717
51007,0.5283289991972413
51008,0.6474839021149433
51009,0.06663120911811235
51010,0.3992921778785436
51011,0.08568914844289903
51012,0.2554308794103819
51013,0.454448500714247
51014,0.24502804813392837
51015,0.3738815540594218
51016,0.008641692422114412
51017,0.002942088722106519
51018,0.364887529055131
51019,0.36671021655376956
51020,0.16129390743261357
51021,0.2270515972015119
51022,0.3467793449401725
51023,0.3480355091556162
51024,0.6004486061916187
51025,0.10530971174762993
51026,0.07101330845423606
51027,0.49532763494237725
51028,0.11547159581967308
51029,0.06298615192483425
51030,0.3395974160241245
51031,0.5602744319886945
51032,0.06979108289969517
51033,0.0148495137521122
51034,0.4498198023572167
51035,0.11186745201495482
51036,0.6037702992946697
51037,0.14729061061686252
51038,0.38765298967326584
51039,0.07767445772200551
51040,0.0719540593387969
51041,0.44396619922153857
51042,0.0786599861572924
51043,0.06268061097637535
51044,0.29063450746077757
51045,0.43968573257133203
51046,0.211691638690893
51047,0.2004099879303889
51048,0.027645003242794397
51049,0.48161335813663203
51050,0.1211437754245096
51051,0.5510453959417018
51052,0.5439670945100039
51053,0.0024856680332138543
51054,0.14835994118758786
51055,0.679209487871466
51056,0.053355629867842015
51057,0.5171875183602331
51058,0.1154733246850796
51059,0.3367621381919327
51060,0.6300465437334604
51061,0.7172529509242266
51062,0.3124250304851045
51063,0.37932834166408047
51064,0.5598433950437851
51065,0.08476219905613196
51066,0.5041014609157518
51067,0.4029978108429895
51068,0.3096771363721037
51069,0.18149245755987498
